entry_date,end_date,holding_days,total_return_pct,annualized_return_pct
2006-02-22,2007-02-21,252,8.8166,8.8166
2006-02-23,2007-02-22,252,9.2981,9.2981
2006-02-24,2007-02-23,252,9.0212,9.0212
2006-02-27,2007-02-26,252,9.3552,9.3552
2006-02-28,2007-02-27,252,8.1643,8.1643
2006-03-01,2007-02-28,252,6.9652,6.9652
2006-03-02,2007-03-01,252,6.374,6.374
2006-03-03,2007-03-02,252,5.4974,5.4974
2006-03-06,2007-03-05,252,6.1815,6.1815
2006-03-07,2007-03-06,252,7.2884,7.2884
2006-03-08,2007-03-07,252,8.1171,8.1171
2006-03-09,2007-03-08,252,8.4346,8.4346
2006-03-10,2007-03-09,252,8.456,8.456
2006-03-13,2007-03-12,252,8.3134,8.3134
2006-03-14,2007-03-13,252,7.0448,7.0448
2006-03-15,2007-03-14,252,6.658,6.658
2006-03-16,2007-03-15,252,6.8838,6.8838
2006-03-17,2007-03-16,252,7.0626,7.0626
2006-03-20,2007-03-19,252,7.0391,7.0391
2006-03-21,2007-03-20,252,7.8821,7.8821
2006-03-22,2007-03-21,252,8.4962,8.4962
2006-03-23,2007-03-22,252,8.417,8.417
2006-03-24,2007-03-23,252,7.1287,7.1287
2006-03-27,2007-03-26,252,7.3171,7.3171
2006-03-28,2007-03-27,252,7.4103,7.4103
2006-03-29,2007-03-28,252,6.458,6.458
2006-03-30,2007-03-29,252,5.5402,5.5402
2006-03-31,2007-03-30,252,5.9347,5.9347
2006-04-03,2007-04-02,252,5.6839,5.6839
2006-04-04,2007-04-03,252,6.0272,6.0272
2006-04-05,2007-04-04,252,6.0027,6.0027
2006-04-06,2007-04-05,252,5.8914,5.8914
2006-04-07,2007-04-09,252,6.4387,6.4387
2006-04-10,2007-04-10,252,6.5305,6.5305
2006-04-11,2007-04-11,252,6.5557,6.5557
2006-04-12,2007-04-12,252,6.7272,6.7272
2006-04-13,2007-04-13,252,7.1915,7.1915
2006-04-17,2007-04-16,252,7.1986,7.1986
2006-04-18,2007-04-17,252,6.4586,6.4586
2006-04-19,2007-04-18,252,6.1157,6.1157
2006-04-20,2007-04-19,252,6.334,6.334
2006-04-21,2007-04-20,252,6.5059,6.5059
2006-04-24,2007-04-23,252,6.9421,6.9421
2006-04-25,2007-04-24,252,6.9104,6.9104
2006-04-26,2007-04-25,252,6.6454,6.6454
2006-04-27,2007-04-26,252,6.2181,6.2181
2006-04-28,2007-04-27,252,5.7601,5.7601
2006-05-01,2007-04-30,252,5.9386,5.9386
2006-05-02,2007-05-01,252,5.3299,5.3299
2006-05-03,2007-05-02,252,5.3091,5.3091
2006-05-04,2007-05-03,252,5.2698,5.2698
2006-05-05,2007-05-04,252,5.1637,5.1637
2006-05-08,2007-05-07,252,5.3737,5.3737
2006-05-09,2007-05-08,252,4.6754,4.6754
2006-05-10,2007-05-09,252,4.7824,4.7824
2006-05-11,2007-05-10,252,4.1315,4.1315
2006-05-12,2007-05-11,252,5.5734,5.5734
2006-05-15,2007-05-14,252,6.2402,6.2402
2006-05-16,2007-05-15,252,5.7705,5.7705
2006-05-17,2007-05-16,252,6.0811,6.0811
2006-05-18,2007-05-17,252,5.8851,5.8851
2006-05-19,2007-05-18,252,6.6424,6.6424
2006-05-22,2007-05-21,252,7.2564,7.2564
2006-05-23,2007-05-22,252,6.7752,6.7752
2006-05-24,2007-05-23,252,7.7103,7.7103
2006-05-25,2007-05-24,252,6.3236,6.3236
2006-05-26,2007-05-25,252,6.3874,6.3874
2006-05-30,2007-05-29,252,7.1644,7.1644
2006-05-31,2007-05-30,252,7.5498,7.5498
2006-06-01,2007-05-31,252,7.9159,7.9159
2006-06-02,2007-06-01,252,7.7156,7.7156
2006-06-05,2007-06-04,252,8.2697,8.2697
2006-06-06,2007-06-05,252,8.5231,8.5231
2006-06-07,2007-06-06,252,8.6729,8.6729
2006-06-08,2007-06-07,252,8.2426,8.2426
2006-06-09,2007-06-08,252,8.1067,8.1067
2006-06-12,2007-06-11,252,9.2666,9.2666
2006-06-13,2007-06-12,252,10.6033,10.6033
2006-06-14,2007-06-13,252,11.3486,11.3486
2006-06-15,2007-06-14,252,10.4931,10.4931
2006-06-16,2007-06-15,252,10.7781,10.7781
2006-06-19,2007-06-18,252,11.5754,11.5754
2006-06-20,2007-06-19,252,11.606,11.606
2006-06-21,2007-06-20,252,9.8177,9.8177
2006-06-22,2007-06-21,252,10.6188,10.6188
2006-06-23,2007-06-22,252,10.6252,10.6252
2006-06-26,2007-06-25,252,10.3749,10.3749
2006-06-27,2007-06-26,252,10.6318,10.6318
2006-06-28,2007-06-27,252,11.2157,11.2157
2006-06-29,2007-06-28,252,10.143,10.143
2006-06-30,2007-06-29,252,9.1076,9.1076
2006-07-03,2007-07-02,252,9.6249,9.6249
2006-07-05,2007-07-03,252,9.7272,9.7272
2006-07-06,2007-07-05,252,9.0954,9.0954
2006-07-07,2007-07-06,252,9.6171,9.6171
2006-07-10,2007-07-09,252,11.2242,11.2242
2006-07-11,2007-07-10,252,10.3606,10.3606
2006-07-12,2007-07-11,252,10.5958,10.5958
2006-07-13,2007-07-12,252,11.6702,11.6702
2006-07-14,2007-07-13,252,11.4205,11.4205
2006-07-17,2007-07-16,252,12.1444,12.1444
2006-07-18,2007-07-17,252,13.4808,13.4808
2006-07-19,2007-07-18,252,12.4563,12.4563
2006-07-20,2007-07-19,252,14.2449,14.2449
2006-07-21,2007-07-20,252,15.7049,15.7049
2006-07-24,2007-07-23,252,14.8397,14.8397
2006-07-25,2007-07-24,252,14.2719,14.2719
2006-07-26,2007-07-25,252,13.7274,13.7274
2006-07-27,2007-07-26,252,12.4215,12.4215
2006-07-28,2007-07-27,252,10.8587,10.8587
2006-07-31,2007-07-30,252,11.2572,11.2572
2006-08-01,2007-07-31,252,11.1484,11.1484
2006-08-02,2007-08-01,252,10.3812,10.3812
2006-08-03,2007-08-02,252,10.6368,10.6368
2006-08-04,2007-08-03,252,10.3116,10.3116
2006-08-07,2007-08-06,252,10.5358,10.5358
2006-08-08,2007-08-07,252,10.8274,10.8274
2006-08-09,2007-08-08,252,11.0062,11.0062
2006-08-10,2007-08-09,252,10.2364,10.2364
2006-08-11,2007-08-10,252,10.9882,10.9882
2006-08-14,2007-08-13,252,11.0317,11.0317
2006-08-15,2007-08-14,252,9.4157,9.4157
2006-08-16,2007-08-15,252,7.4811,7.4811
2006-08-17,2007-08-16,252,7.0996,7.0996
2006-08-18,2007-08-17,252,8.023,8.023
2006-08-21,2007-08-20,252,8.0022,8.0022
2006-08-22,2007-08-21,252,8.2145,8.2145
2006-08-23,2007-08-22,252,8.9287,8.9287
2006-08-24,2007-08-23,252,8.8276,8.8276
2006-08-25,2007-08-24,252,9.4478,9.4478
2006-08-28,2007-08-27,252,9.2805,9.2805
2006-08-29,2007-08-28,252,8.5379,8.5379
2006-08-30,2007-08-29,252,8.5923,8.5923
2006-08-31,2007-08-30,252,8.5925,8.5925
2006-09-01,2007-08-31,252,9.394,9.394
2006-09-04,2007-09-04,252,10.3206,10.3206
2006-09-05,2007-09-05,252,9.4678,9.4678
2006-09-06,2007-09-06,252,11.0546,11.0546
2006-09-07,2007-09-07,252,11.9551,11.9551
2006-09-08,2007-09-10,252,12.329,12.329
2006-09-11,2007-09-11,252,13.7996,13.7996
2006-09-12,2007-09-12,252,12.6471,12.6471
2006-09-13,2007-09-13,252,12.051,12.051
2006-09-14,2007-09-14,252,12.4987,12.4987
2006-09-15,2007-09-17,252,12.7446,12.7446
2006-09-18,2007-09-18,252,12.7888,12.7888
2006-09-19,2007-09-19,252,13.3251,13.3251
2006-09-20,2007-09-20,252,12.4088,12.4088
2006-09-21,2007-09-21,252,12.6158,12.6158
2006-09-22,2007-09-24,252,12.297,12.297
2006-09-25,2007-09-25,252,11.6848,11.6848
2006-09-26,2007-09-26,252,11.7166,11.7166
2006-09-27,2007-09-27,252,12.2481,12.2481
2006-09-28,2007-09-28,252,12.2383,12.2383
2006-09-29,2007-10-01,252,13.4289,13.4289
2006-10-02,2007-10-02,252,13.0825,13.0825
2006-10-03,2007-10-03,252,13.875,13.875
2006-10-04,2007-10-04,252,14.1629,14.1629
2006-10-05,2007-10-05,252,14.196,14.196
2006-10-06,2007-10-08,252,14.2975,14.2975
2006-10-09,2007-10-09,252,13.8938,13.8938
2006-10-10,2007-10-10,252,14.7306,14.7306
2006-10-11,2007-10-11,252,14.5351,14.5351
2006-10-12,2007-10-12,252,14.4566,14.4566
2006-10-13,2007-10-15,252,13.8197,13.8197
2006-10-16,2007-10-16,252,12.9421,12.9421
2006-10-17,2007-10-17,252,14.3539,14.3539
2006-10-18,2007-10-18,252,15.456,15.456
2006-10-19,2007-10-19,252,14.5698,14.5698
2006-10-20,2007-10-22,252,15.1157,15.1157
2006-10-23,2007-10-23,252,16.2961,16.2961
2006-10-24,2007-10-24,252,15.854,15.854
2006-10-25,2007-10-25,252,14.71,14.71
2006-10-26,2007-10-26,252,14.8754,14.8754
2006-10-27,2007-10-29,252,15.7419,15.7419
2006-10-30,2007-10-30,252,14.6114,14.6114
2006-10-31,2007-10-31,252,14.8082,14.8082
2006-11-01,2007-11-01,252,14.2013,14.2013
2006-11-02,2007-11-02,252,14.8902,14.8902
2006-11-03,2007-11-05,252,15.0157,15.0157
2006-11-06,2007-11-06,252,14.801,14.801
2006-11-07,2007-11-07,252,14.2357,14.2357
2006-11-08,2007-11-08,252,13.6494,13.6494
2006-11-09,2007-11-09,252,12.4586,12.4586
2006-11-10,2007-11-12,252,10.8166,10.8166
2006-11-13,2007-11-13,252,11.1208,11.1208
2006-11-14,2007-11-14,252,10.8809,10.8809
2006-11-15,2007-11-15,252,9.9111,9.9111
